RecordKey	SurveyKey	SampleKey	StartDate	EndDate	DateType	Date	TaxonVersionKey	TaxonName	GridReference	East	North	Projection	Precision	SiteKey	SiteName	Recorder	Determiner	ZeroAbundance	UnderValidation	ImagePath	Determiner name	Abundance	Record comment	Life stage	Sex
24509564623782935			12/09/2015	12/09/2015	D	12/09/2015	NBNSYS0000005627	Aeshna mixta	O313034	331350	203450	OSI	100		East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh	<10		Adult	
24509564623782936			08/08/2015	08/08/2015	D	08/08/2015	NBNSYS0000005627	Aeshna mixta	O313038	331350	203850	OSI	100		East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh		One seen		
24509564623782937			08/08/2015	08/08/2015	D	08/08/2015	NBNSYS0000005645	Sympetrum striolatum	O313038	331350	203850	OSI	100		East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh		10+ seen		
24509564623782938			05/09/2012	05/09/2012	D	05/09/2012	NBNSYS0000005645	Sympetrum striolatum	O313040	331350	204050	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	28	22 of the Darters were lined up on the top rail of a wooden fence in the sunshine.		
24509564623782939			16/06/2014	16/06/2014	D	16/06/2014	NBNSYS0000005639	Libellula quadrimaculata	O313065	331350	206550	OSI	100		Kilcoole	Niall T. Keogh		False	False		Niall T. Keogh				
24509564623782940			16/06/2014	16/06/2014	D	16/06/2014	NBNSYS0000005602	Enallagma cyathigerum	O313065	331350	206550	OSI	100		Kilcoole	Niall T. Keogh		False	False		Niall T. Keogh				
24509564623782941			16/06/2014	16/06/2014	D	16/06/2014	NHMSYS0000344179	Ischnura elegans	O313065	331350	206550	OSI	100		Kilcoole	Niall T. Keogh		False	False		Niall T. Keogh				
24509564623782942			16/06/2014	16/06/2014	D	16/06/2014	NBNSYS0000005606	Coenagrion puella	O313065	331350	206550	OSI	100		Kilcoole	Niall T. Keogh		False	False		Niall T. Keogh				
24509564623782943			04/10/2014	04/10/2014	D	04/10/2014	NBNSYS0000005645	Sympetrum striolatum	O314037	331450	203750	OSI	100		East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh	10 to 50		Adult	
24509564623782944			04/10/2014	04/10/2014	D	04/10/2014	NBNSYS0000005627	Aeshna mixta	O314037	331450	203750	OSI	100		East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh	10 to 50		Adult	
24509564623782945			04/07/2015	04/07/2015	D	04/07/2015	NBNSYS0000005630	Anax imperator	O314038	331450	203850	OSI	100		East Coast Nature Reserve	Justin Ivory		False	False		Justin Ivory	<10		Adult	Male
24509564623782946			04/07/2015	04/07/2015	D	04/07/2015	NBNSYS0000005605	Coenagrion pulchellum	O314038	331450	203850	OSI	100		East Coast Nature Reserve	Justin Ivory		False	False		Justin Ivory	<10		Adult	Male
24509564623782947			04/07/2015	04/07/2015	D	04/07/2015	NHMSYS0000344179	Ischnura elegans	O314038	331450	203850	OSI	100		East Coast Nature Reserve	Justin Ivory		False	False		Justin Ivory	<10		Adult	Male
24509564623782948			07/09/2012	07/09/2012	D	07/09/2012	NBNSYS0000005645	Sympetrum striolatum	O314038	331450	203850	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	32			
24509564623782949			07/09/2012	07/09/2012	D	07/09/2012	NBNSYS0000005645	Sympetrum striolatum	O314039	331450	203950	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	25			
24509564623782950			25/08/2012	25/08/2012	D	25/08/2012	NBNSYS0000005645	Sympetrum striolatum	O314039	331450	203950	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	25			
24509564623782951			25/08/2012	25/08/2012	D	25/08/2012	NBNSYS0000005617	Calopteryx splendens	O314039	331450	203950	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	2			
24509564623782952			21/06/2015	21/06/2015	D	21/06/2015	NBNSYS0000005622	Brachytron pratense	O314065	331450	206550	OSI	100		Kilcoole	Niall T. Keogh		False	False		Niall T. Keogh	1		Adult	
24509564623782953			05/10/2012	05/10/2012	D	05/10/2012	NBNSYS0000005627	Aeshna mixta	O315036	331550	203650	OSI	100		Blackditch East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh	18	At least 16 individual Migrant Hawkers plus a pair in tandem as well as at least 12 individual Common Darters plus a pair in tandem.		
24509564623782954			05/10/2012	05/10/2012	D	05/10/2012	NBNSYS0000005645	Sympetrum striolatum	O315036	331550	203650	OSI	100		Blackditch East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh	14	At least 16 individual Migrant Hawkers plus a pair in tandem as well as at least 12 individual Common Darters plus a pair in tandem.		
24509564623782955			28/10/2012	28/10/2012	D	28/10/2012	NBNSYS0000005627	Aeshna mixta	O315038	331550	203850	OSI	100		East Coast Nature Reserve	K. Finch		False	False		K. Finch	<10		Adult	Male
24509564623782956			28/10/2012	28/10/2012	D	28/10/2012	NBNSYS0000005645	Sympetrum striolatum	O315038	331550	203850	OSI	100		East Coast Nature Reserve	K. Finch		False	False		K. Finch	1		Adult	
24509564623782957			11/11/2012	11/11/2012	D	11/11/2012	NBNSYS0000005627	Aeshna mixta	O315038	331550	203850	OSI	100		Blackditch East Coast Nature Reserve	Oran O'Sullivan		False	False		Oran O'Sullivan	1		Adult	
24509564623782958			26/10/2012	26/10/2012	D	26/10/2012	NBNSYS0000005627	Aeshna mixta	O315038	331550	203850	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	3			
24509564623782959			26/10/2012	26/10/2012	D	26/10/2012	NBNSYS0000005645	Sympetrum striolatum	O315038	331550	203850	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	1			
24509564623782960			05/10/2012	05/10/2012	D	05/10/2012	NBNSYS0000005627	Aeshna mixta	O315038	331550	203850	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	10			
24509564623782961			05/10/2012	05/10/2012	D	05/10/2012	NBNSYS0000005645	Sympetrum striolatum	O315038	331550	203850	OSI	100		East Coast Nature Reserve	Aidan P. Kelly		False	False		Aidan P. Kelly	22			
24509564623782962			28/09/2012	28/09/2012	D	28/09/2012	NBNSYS0000005627	Aeshna mixta	O315038	331550	203850	OSI	100		Blackditch East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh	2			
24509564623782963			28/09/2012	28/09/2012	D	28/09/2012	NBNSYS0000005645	Sympetrum striolatum	O315038	331550	203850	OSI	100		Blackditch East Coast Nature Reserve	Niall T. Keogh		False	False		Niall T. Keogh	2			
24509564623782964			05/10/2012	05/10/2012	D	05/10/2012	NBNSYS0000005627	Aeshna mixta	O315066	331550	206650	OSI	100		Kilcoole	Niall T. Keogh		False	False		Niall T. Keogh	1	Male seen hunting around Sea Buckthorn.	Adult	Male
24509564623782965			26/09/2012	26/09/2012	D	26/09/2012	NBNSYS0000005627	Aeshna mixta	O315068	331550	206850	OSI	100		Kilcoole	Niall T. Keogh		False	False		Niall T. Keogh	4	2 male Common Darters & a male Migrant Hawker along the Sea Buckthorn on the coastal dunes. Another 3 Migrant Hawkers noted on the marsh just inland from here including a copulating pair.		
24509564623782966			26/09/2012	26/09/2012	D	26/09/2012	NBNSYS0000005645	Sympetrum striolatum	O315068	331550	206850	OSI	100		Kilcoole	Niall T. Keogh		False	False		Niall T. Keogh	2	2 male Common Darters & a male Migrant Hawker along the Sea Buckthorn on the coastal dunes. Another 3 Migrant Hawkers noted on the marsh just inland from here including a copulating pair.		
24509564623782967			18/06/2014	18/06/2014	D	18/06/2014	NBNSYS0000005630	Anax imperator	O316041	331650	204150	OSI	100		Newcastle	Niall T. Keogh		False	False		Niall T. Keogh	1			
24509564623782968			18/06/2014	18/06/2014	D	18/06/2014	NBNSYS0000005645	Sympetrum striolatum	O316041	331650	204150	OSI	100		Newcastle	Niall T. Keogh		False	False		Niall T. Keogh	1			
24509564623782969			28/09/2012	28/09/2012	D	28/09/2012	NBNSYS0000005624	Aeshna juncea	Q341063	34150	106350	OSI	100		Fearann	Fionn Moore		False	False		Fionn Moore	6			
24509564623782970			28/09/2012	28/09/2012	D	28/09/2012	NBNSYS0000005645	Sympetrum striolatum	Q341063	34150	106350	OSI	100		Fearann	Fionn Moore		False	False		Fionn Moore	>40			
24509564623782971			28/09/2012	28/09/2012	D	28/09/2012	NBNSYS0000005645	Sympetrum striolatum	Q372052	37250	105250	OSI	100		Smerwick Harbour	Geoff Hunt		False	False		Geoff Hunt	1		Adult	Male
24509564623782972			08/09/2015	08/09/2015	D	08/09/2015	NBNSYS0000005645	Sympetrum striolatum	Q380051	38050	105150	OSI	100		Gallarus	Ken Bond		False	False		Ken Bond	1		Adult	
24509564623782973			28/05/2014	28/05/2014	D	28/05/2014	NBNSYS0000005599	Pyrrhosoma nymphula	Q580053	58050	105350	OSI	100		Annascaul Lake	Declan Mac Gabhann		False	False		Declan Mac Gabhann	3	two males and one female		
24509564623782974			05/05/2008	05/05/2008	D	05/05/2008	NBNSYS0000005599	Pyrrhosoma nymphula	Q7530	75500	130500	OSI	1000		Kerryhead	Geoff Hunt		False	False		Geoff Hunt	1		Adult	Male
24509564623782975			29/06/2014	29/06/2014	D	29/06/2014	NBNSYS0000005645	Sympetrum striolatum	Q759307	75950	130750	OSI	100		Kerryhead bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782976			29/06/2014	29/06/2014	D	29/06/2014	NHMSYS0000344179	Ischnura elegans	Q759307	75950	130750	OSI	100		Kerryhead bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782977			29/06/2014	29/06/2014	D	29/06/2014	NBNSYS0000005599	Pyrrhosoma nymphula	Q759307	75950	130750	OSI	100		Kerryhead bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782978			08/09/2015	08/09/2015	D	08/09/2015	NBNSYS0000005645	Sympetrum striolatum	Q773035	77350	103550	OSI	100		Shanahill East	Ken Bond		False	False		Ken Bond	<10	mating pair and 3 others	Adult	
24509564623782979			12/07/2013	12/07/2013	D	12/07/2013	NBNSYS0000005605	Coenagrion pulchellum	Q794245	79450	124550	OSI	100		Lerrig Lough	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782980			12/07/2013	12/07/2013	D	12/07/2013	NHMSYS0000344179	Ischnura elegans	Q794245	79450	124550	OSI	100		Lerrig Lough	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782981			12/07/2013	12/07/2013	D	12/07/2013	NBNSYS0000005639	Libellula quadrimaculata	Q794245	79450	124550	OSI	100		Lerrig Lough	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782982			12/07/2013	12/07/2013	D	12/07/2013	NBNSYS0000005602	Enallagma cyathigerum	Q794245	79450	124550	OSI	100		Lerrig Lough	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782983			12/07/2013	12/07/2013	D	12/07/2013	NBNSYS0000005641	Orthetrum cancellatum	Q794245	79450	124550	OSI	100		Lerrig Lough	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782984			12/07/2013	12/07/2013	D	12/07/2013	NBNSYS0000005630	Anax imperator	Q794245	79450	124550	OSI	100		Lerrig Lough	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782985			30/05/2008	30/05/2008	D	30/05/2008	NBNSYS0000005599	Pyrrhosoma nymphula	Q853277	85350	127750	OSI	100		Ballinclogher	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782986			30/05/2008	30/05/2008	D	30/05/2008	NBNSYS0000005639	Libellula quadrimaculata	Q853277	85350	127750	OSI	100		Ballinclogher	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782987			03/06/2013	03/06/2013	D	03/06/2013	NBNSYS0000005599	Pyrrhosoma nymphula	Q882332	88250	133250	OSI	100		Rattoo	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782988			03/06/2013	03/06/2013	D	03/06/2013	NBNSYS0000005639	Libellula quadrimaculata	Q882332	88250	133250	OSI	100		Rattoo	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782989			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005599	Pyrrhosoma nymphula	Q906445	90650	144550	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782990			18/08/2014	18/08/2014	D	18/08/2014	NHMSYS0000344179	Ischnura elegans	Q906445	90650	144550	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782991			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005613	Lestes sponsa	Q906445	90650	144550	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	10 to 50		Adult	Male
24509564623782992			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005624	Aeshna juncea	Q906445	90650	144550	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782993			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005645	Sympetrum striolatum	Q906445	90650	144550	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782994			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005651	Sympetrum danae	Q906445	90650	144550	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782995			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005630	Anax imperator	Q906445	90650	144550	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782996			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005624	Aeshna juncea	Q913367	91350	136750	OSI	100		Toohana	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782997			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005645	Sympetrum striolatum	Q913367	91350	136750	OSI	100		Toohana	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782998			18/08/2014	18/08/2014	D	18/08/2014	NBNSYS0000005651	Sympetrum danae	Q913367	91350	136750	OSI	100		Toohana	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623782999			03/08/2013	03/08/2013	D	03/08/2013	NBNSYS0000005645	Sympetrum striolatum	Q916238	91650	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783000			03/08/2013	03/08/2013	D	03/08/2013	NBNSYS0000005624	Aeshna juncea	Q916238	91650	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	1		Adult	Male
24509564623783001			03/08/2013	03/08/2013	D	03/08/2013	NBNSYS0000005613	Lestes sponsa	Q916238	91650	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783002			03/08/2013	03/08/2013	D	03/08/2013	NBNSYS0000005599	Pyrrhosoma nymphula	Q916238	91650	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	10 to 50		Adult	Male
24509564623783003			03/08/2013	03/08/2013	D	03/08/2013	NHMSYS0000344179	Ischnura elegans	Q916238	91650	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	10 to 50		Adult	Male
24509564623783004			03/08/2013	03/08/2013	D	03/08/2013	NBNSYS0000005640	Orthetrum coerulescens	Q916238	91650	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	10 to 50		Adult	Male
24509564623783005			17/08/2014	17/08/2014	D	17/08/2014	NHMSYS0000344179	Ischnura elegans	Q917238	91750	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783006			17/08/2014	17/08/2014	D	17/08/2014	NBNSYS0000005613	Lestes sponsa	Q917238	91750	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783007			17/08/2014	17/08/2014	D	17/08/2014	NBNSYS0000005640	Orthetrum coerulescens	Q917238	91750	123850	OSI	100		Kilflynn Quarry	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783008			06/08/2013	06/08/2013	D	06/08/2013	NBNSYS0000005651	Sympetrum danae	Q950428	95050	142850	OSI	100		Kilcock bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	
24509564623783009			06/08/2013	06/08/2013	D	06/08/2013	NHMSYS0000344179	Ischnura elegans	Q950428	95050	142850	OSI	100		Kilcock bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	
24509564623783010			06/08/2013	06/08/2013	D	06/08/2013	NBNSYS0000005639	Libellula quadrimaculata	Q950428	95050	142850	OSI	100		Kilcock bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	
24509564623783011			06/08/2013	06/08/2013	D	06/08/2013	NBNSYS0000005645	Sympetrum striolatum	Q950428	95050	142850	OSI	100		Kilcock bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	
24509564623783012			06/08/2013	06/08/2013	D	06/08/2013	NBNSYS0000005613	Lestes sponsa	Q950428	95050	142850	OSI	100		Kilcock bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	
24509564623783013			06/08/2013	06/08/2013	D	06/08/2013	NBNSYS0000005624	Aeshna juncea	Q950428	95050	142850	OSI	100		Kilcock bog	Geoff Hunt		False	False		Geoff Hunt	1		Adult	
24509564623783014			06/08/2013	06/08/2013	D	06/08/2013	NBNSYS0000005640	Orthetrum coerulescens	Q950428	95050	142850	OSI	100		Kilcock bog	Geoff Hunt		False	False		Geoff Hunt	1		Adult	
24509564623783015			20/10/2012	20/10/2012	D	20/10/2012	NBNSYS0000005645	Sympetrum striolatum	Q960585	96050	158550	OSI	100		Moyasta	Geoff Hunt		False	False		Geoff Hunt	1		Adult	Male
24509564623783016			13/09/2012	13/09/2012	D	13/09/2012	NBNSYS0000005645	Sympetrum striolatum	Q9732	97500	132500	OSI	1000		Feale River	Michael Bell		False	False		Michael Bell	4			
24509564623783017			14/09/2012	14/09/2012	D	14/09/2012	NBNSYS0000005645	Sympetrum striolatum	Q9734	97500	134500	OSI	1000		Listowel	Michael Bell		False	False		Michael Bell	5			
24509564623783018			14/09/2012	14/09/2012	D	14/09/2012	NBNSYS0000005651	Sympetrum danae	Q9734	97500	134500	OSI	1000		Listowel	Michael Bell		False	False		Michael Bell	3			
24509564623783019			07/08/2013	07/08/2013	D	07/08/2013	NBNSYS0000005645	Sympetrum striolatum	Q984467	98450	146750	OSI	100		Kilcogan strand	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783020			07/08/2013	07/08/2013	D	07/08/2013	NBNSYS0000005602	Enallagma cyathigerum	Q984467	98450	146750	OSI	100		Kilcogan strand	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783021			07/08/2013	07/08/2013	D	07/08/2013	NHMSYS0000344179	Ischnura elegans	Q984467	98450	146750	OSI	100		Kilcogan strand	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783022			17/04/2015	17/04/2015	D	17/04/2015	NBNSYS0000005617	Calopteryx splendens	Q987324	98750	132450	OSI	100		Listowel	Geoff Hunt		False	False		Geoff Hunt		nymph		
24509564623783023			14/07/2013	14/07/2013	D	14/07/2013	NBNSYS0000005605	Coenagrion pulchellum	Q995413	99550	141350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	20			
24509564623783024			14/07/2013	14/07/2013	D	14/07/2013	NBNSYS0000005599	Pyrrhosoma nymphula	Q995413	99550	141350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	6			
24509564623783025			14/07/2013	14/07/2013	D	14/07/2013	NBNSYS0000005640	Orthetrum coerulescens	Q995413	99550	141350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	4			
24509564623783026			14/07/2013	14/07/2013	D	14/07/2013	NBNSYS0000005639	Libellula quadrimaculata	Q995413	99550	141350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	8			
24509564623783027			14/07/2013	14/07/2013	D	14/07/2013	NBNSYS0000005613	Lestes sponsa	Q995413	99550	141350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	8			
24509564623783028			14/07/2013	14/07/2013	D	14/07/2013	NBNSYS0000005602	Enallagma cyathigerum	Q995413	99550	141350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	20			
24509564623783029			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005605	Coenagrion pulchellum	Q996406	99650	140650	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	12			
24509564623783030			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005599	Pyrrhosoma nymphula	Q996406	99650	140650	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	8			
24509564623783031			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005640	Orthetrum coerulescens	Q996406	99650	140650	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	4			
24509564623783032			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005613	Lestes sponsa	Q996406	99650	140650	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	8			
24509564623783033			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005645	Sympetrum striolatum	Q996406	99650	140650	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	2			
24509564623783034			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005602	Enallagma cyathigerum	Q996406	99650	140650	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	8			
24509564623783035			20/07/2013	20/07/2013	D	20/07/2013	NHMSYS0000344179	Ischnura elegans	Q996406	99650	140650	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	20			
24509564623783036			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005651	Sympetrum danae	Q996406	99650	140650	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	2			
24509564623783037			19/07/2013	19/07/2013	D	19/07/2013	NBNSYS0000005639	Libellula quadrimaculata	Q997197	99750	119750	OSI	100		Dromadda more	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783038			19/07/2013	19/07/2013	D	19/07/2013	NBNSYS0000005599	Pyrrhosoma nymphula	Q997197	99750	119750	OSI	100		Dromadda more	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783039			03/06/2008	03/06/2008	D	03/06/2008	NBNSYS0000005651	Sympetrum danae	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783040			03/06/2008	03/06/2008	D	03/06/2008	NBNSYS0000005599	Pyrrhosoma nymphula	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783041			03/06/2008	03/06/2008	D	03/06/2008	NBNSYS0000005602	Enallagma cyathigerum	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783042			03/06/2008	03/06/2008	D	03/06/2008	NBNSYS0000005639	Libellula quadrimaculata	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783043			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005645	Sympetrum striolatum	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783044			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005599	Pyrrhosoma nymphula	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783045			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005605	Coenagrion pulchellum	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783046			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005624	Aeshna juncea	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	1		Adult	Male
24509564623783047			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005639	Libellula quadrimaculata	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783048			20/07/2013	20/07/2013	D	20/07/2013	NBNSYS0000005613	Lestes sponsa	R007403	100750	140350	OSI	100		Shronowen Bog	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783049			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005599	Pyrrhosoma nymphula	R042333	104250	133350	OSI	100		Shanacool cross	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783050			05/06/2014	05/06/2014	D	05/06/2014	NBNSYS0000005606	Coenagrion puella	R042333	104250	133350	OSI	100		Shanacool cross	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783051			03/08/2013	03/08/2013	D	03/08/2013	NBNSYS0000005613	Lestes sponsa	R049360	104950	136050	OSI	100		Moyvane	Geoff Hunt		False	False		Geoff Hunt	<10		Adult	Male
24509564623783052			03/08/2013	03/08/2013	D	03/08/2013	NBNSYS0000005624	Aeshna juncea	R049360	104950	136050	OSI	100		Moyvane	Geoff Hunt		False	False		Geoff Hunt	1		Adult	Male
24509564623783053			17/07/2014	17/07/2014	D	17/07/2014	NBNSYS0000005645	Sympetrum striolatum	R056237	105650	123750	OSI	100		Knocknagoshel	Geoff Hunt		False	False		Geoff Hunt	<10	ponds	Adult	Male
24509564623783054			17/07/2014	17/07/2014	D	17/07/2014	NBNSYS0000005624	Aeshna juncea	R056237	105650	123750	OSI	100		Knocknagoshel	Geoff Hunt		False	False		Geoff Hunt	<10	ponds	Adult	Male
24509564623783055			17/07/2014	17/07/2014	D	17/07/2014	NHMSYS0000344179	Ischnura elegans	R056237	105650	123750	OSI	100		Knocknagoshel	Geoff Hunt		False	False		Geoff Hunt	<10	ponds	Adult	Male
24509564623783056			17/07/2014	17/07/2014	D	17/07/2014	NBNSYS0000005601	Ischnura pumilio	R056237	105650	123750	OSI	100		Knocknagoshel	Geoff Hunt		False	False		Geoff Hunt	<10	ponds	Adult	Male
24509564623783057			17/07/2014	17/07/2014	D	17/07/2014	NBNSYS0000005601	Ischnura pumilio	R057226	105750	122650	OSI	100		Knocknagoshel	Geoff Hunt		False	False		Geoff Hunt	<10	ponds	Adult	Male
24509564623783058			17/07/2014	17/07/2014	D	17/07/2014	NHMSYS0000344179	Ischnura elegans	R057226	105750	122650	OSI	100		Knocknagoshel	Geoff Hunt		False	False		Geoff Hunt	<10	ponds	Adult	Male
24509564623783059			17/07/2014	17/07/2014	D	17/07/2014	NBNSYS0000005645	Sympetrum striolatum	R057226	105750	122650	OSI	100		Knocknagoshel	Geoff Hunt		False	False		Geoff Hunt	<10	ponds	Adult	Male
24509564623783060			17/07/2014	17/07/2014	D	17/07/2014	NBNSYS0000005640	Orthetrum coerulescens	R057226	105750	122650	OSI	100		Knocknagoshel	Geoff Hunt		False	False		Geoff Hunt	<10	ponds	Adult	Male
